PALABRA,TEMATICA - HOMOLOGACION,TEMATICA - PQR,SUBTEMATICA - SEGUIMIENTO RESPUESTA ,SUBTEMATICA - EQUIPO BLOQUEADO,SUBTEMATICA - OTROS,SUBTEMATICA - IMPOSIBILIDAD OBTENER REQUISITOS,SUBTEMATICA - PROBLEMAS DE REGISTRO,SUBTEMATICA - REALIZAR EL TRAMITE HOMOLOGACION,SUBTEMATICA - PETICION POR FORMULARIO,SUBTEMATICA - EQUIPO NO HOMOLOGABLE VENDIDO POR AUTORIZADO,SUBTEMATICA - CONSULTA DE PERTINENCIA,SUBTEMATICA - EQUIPO NO HOMOLOGABLE VENDIDO POR COMERCIO COLOMBIANO,SUBTEMATICA - CORRECION CARTA DE HOMOLOGACION,SUBTEMATICA - COMPLEMENTACION POSTULACION,SUB-SUBTEMATICA - NO APLICA
terminales,4,0,0,2,0,0,0,0,0,0,2,0,0,0,4
cedula,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
div.msonormal,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
h422tv,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
3203407853,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
s.a,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
atenta,3,4,0,2,0,0,0,0,4,0,0,0,0,1,7
autoriza,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2
sano,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
actualizados,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
salida,8,1,2,1,1,1,0,0,1,0,3,0,0,0,9
alberto,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
enterada,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cifras,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
apoyo.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
generando,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
reyes,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
van,4,2,0,2,0,1,1,0,2,0,0,0,0,0,6
amparándome,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
1001,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
conteste,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
general,1,9,1,0,0,0,0,0,9,0,0,0,0,0,10
volumen,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
castellano,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
lab,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
arce,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2017714153,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ubicada,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
vinieran,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
anterior,8,15,0,8,0,0,0,0,15,0,0,0,0,0,23
hice,5,4,0,5,0,0,0,0,4,0,0,0,0,0,9
bogotá,5,47,0,1,0,0,0,1,47,0,1,0,1,1,52
disposiciones”,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
·,2,34,0,0,0,0,0,0,34,0,0,0,0,2,36
maven,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
cuentan,2,2,0,2,0,0,0,0,2,0,0,0,0,0,4
rechazada,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
justificación,1,2,0,1,0,0,0,0,2,0,0,0,0,0,3
vigencia,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
vacilando,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
purple,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
dice,17,5,4,12,0,0,1,0,5,0,0,0,0,0,22
idónea,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
1844,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
originar,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
recordemos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
trabajar.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
tercera,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3
correr,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pense,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
planeta,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
esenciales,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
gestion,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
mejor,3,2,0,2,0,0,0,1,2,0,0,0,0,0,5
tomé,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
544927,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
reintegrar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1:14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
574,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
impresión,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
resultar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
vulnerados,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
greatly,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
oportunidad,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
atropello,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
acudo,1,2,0,0,1,0,0,0,2,0,0,0,0,0,3
gubernativa,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2015cp3981,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
virtuales,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
sacar,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
9:35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ensamblan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
conter,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
realizados,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
empieza,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
wilson,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
actúa,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
trasladen,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1991,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
addressee,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
argumentando,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
356878021009542,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
sancione,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
contacto,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
políticas,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
3204416512,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
nancy,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2
2.006,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
necesitaba,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
cambiamos,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
situacion.-,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
conflictos,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
mecanismo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
maiquin1990,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
protegida,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
comunico,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
reunión,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
crecer,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
juicio,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
emergencias,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
recursos,0,11,0,0,0,0,0,0,11,0,0,0,0,0,11
diseñe,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
gusta,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enviarlo,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2
649,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
finalizando,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
precise,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
explicando,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
notificacion,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
contains,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
delegada,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
chiang,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
recipient,2,12,0,0,0,0,0,0,12,1,1,0,0,0,14
3153056652,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
…,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
tarifas,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
postal,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
//www.claro.com.co/wps/portal/co/pc/personas/ayuda/quejas-y-recursos/soluciones-moviles/registro,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
],3,13,0,0,0,0,0,0,13,0,1,0,1,1,16
from,4,9,0,0,0,0,0,0,9,1,2,0,1,0,13
20-56,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9:20,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
440165977,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
interconexión,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
cayó,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
solicitar,5,7,0,4,1,0,0,0,7,0,0,0,0,0,12
t01160,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
nathan,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12:00,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
autorização,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
norma,3,10,0,3,0,0,0,0,10,0,0,0,0,0,13
grabar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
concuerda,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
668,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
22n,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
4000,2,1,0,0,0,1,0,0,1,0,1,0,0,0,3
necesito,4,3,0,1,1,0,0,0,3,0,1,0,1,0,7
10000-,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
rcampoar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pronto,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
manizales,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
instalar,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
siete,3,10,0,0,0,0,0,0,10,0,1,0,1,1,13
comprenden,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
firma,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
fax,6,9,0,0,0,0,0,0,9,0,3,0,2,1,15
palmira,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
tambien,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
mil,2,6,0,1,1,0,0,0,6,0,0,0,0,0,8
registros,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ciudad,3,12,0,0,2,1,0,0,12,0,0,0,0,0,15
station,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
//www.facebook.com/johnediso,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
capítulo,1,4,0,1,0,0,0,0,4,0,0,0,0,0,5
street,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
radicación,2,2,0,1,1,0,0,0,2,0,0,0,0,0,4
ac,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
pr,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1°,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
¿porque,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
muñoz,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
www.domina.com.co,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1220939989,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
mexicano,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
declara,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
obligatoria,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tratan,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
parquean,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
fortuito,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cambio,2,5,0,2,0,0,0,0,5,0,0,0,0,0,7
crean,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
cobra,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
resoluciones,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
proveedor,2,21,0,2,0,0,0,0,21,0,0,0,0,0,23
jurídicos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
send,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2
torres,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
37-23/15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
palomo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
absurdo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1403,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
quiero,9,6,1,6,0,1,0,1,6,0,0,0,0,0,15
contestando,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
promoverán,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
presentadas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
compañía,0,11,0,0,0,0,0,0,11,0,0,0,0,0,11
rfid,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2
l.c,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
segundo,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
very,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tp-15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
pase,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
znl494,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
.haciendo,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
involucre,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
exista,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
sucre,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
simcard,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
replying,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
privileged,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
contact,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
comunicar,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
confusa,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
paquete,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
corroboran,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
actualizar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
fase,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
17456,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
ordinarias,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
required,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
inteligente,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
8:30,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
ademas,1,2,0,1,0,0,0,0,2,0,0,0,0,0,3
comentó,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
presumirá,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
public,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
permítame,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
tablet,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2
lucro,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
hope,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2
fdd,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
300.000.oo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
imponer,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
durán,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
productividad,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
piso,3,11,0,0,0,0,0,0,11,0,1,0,1,1,14
activación,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
bushagency2012,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
firmaba,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ane,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pl,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
consumo,1,29,0,1,0,0,0,0,29,0,0,0,0,0,30
49,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
sr,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
vienen,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
mina,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
pregunta,2,13,0,1,0,0,0,0,13,1,0,0,0,0,15
proyecto,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
josé,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
reparación,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
adecuada,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
inminente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
totalmente,3,1,0,2,0,1,0,0,1,0,0,0,0,0,4
mã³vil,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
would,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2
referencia,4,11,0,4,0,0,0,0,11,0,0,0,0,0,15
2015cp6878,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
día,9,41,1,6,1,1,0,0,41,0,0,0,0,0,50
activa,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
incluida,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
tiempo,3,13,1,2,0,0,0,0,13,0,0,0,0,0,16
cable.net.co,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
tomen,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
promedico,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
85,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
inclusión,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
prohibidas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
volverlo,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
necesarios,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
luis,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
adicionar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
utilice,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
moverme,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
182,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
653,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
.hmmessage,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
7:00,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
10:04,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
objetivos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
borrosas,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ocasionaron,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
clase,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
involved,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
escribí,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
any,6,16,0,0,0,0,0,0,16,1,5,0,0,0,22
terminación,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
conservación,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
adulterados.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
edison,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
conectividad,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
voz”,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
villa,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
tenia,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
completar,3,0,0,2,1,0,0,0,0,0,0,0,0,0,3
sar,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5
diana,0,13,0,0,0,0,0,0,13,0,0,0,0,0,13
24803,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
dormir,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
official,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sectoriales,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
p.m.,0,13,0,0,0,0,0,0,13,0,0,0,0,0,13
direct,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pasada,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
mitigar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
toca,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
resaltar,1,3,0,1,0,0,0,0,3,0,0,0,0,0,4
subió,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
mundo,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
chivata,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
elegir,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
you,4,38,0,0,0,0,0,0,38,1,3,0,0,0,42
dado,7,4,1,5,0,1,0,0,4,0,0,0,0,0,11
04:12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
¡feliz,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
daniel,0,14,0,0,0,0,0,0,14,0,0,0,0,0,14
citar,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4821,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
134,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
encontraba,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
elevar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
sirve,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
amazon,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
decidí,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
00,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
broadband,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
514,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
comunicamos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
explica,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
9az,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
investigar,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
58,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
podrian,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
tuesday,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
david,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
involucradas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
periodos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
atendió,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
ilimitadas,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
exceptúan,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
colombiaemb.org,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
satisfecha,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ajeno,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
privilegiada,0,14,0,0,0,0,0,0,14,0,0,0,0,0,14
cargo,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
compensan,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ensamble,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
requeridos,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ustedes,40,25,0,31,7,2,0,0,25,0,0,0,0,0,65
201772736,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
edocs03.hmtserver.net,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
mensaje,18,42,1,10,2,0,0,0,42,2,1,0,1,1,60
dijeron,1,4,0,0,1,0,0,0,4,0,0,0,0,0,5
retirarme,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
dictar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
demuestro,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
causaron,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
reactivación,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
corte,0,15,0,0,0,0,0,0,15,0,0,0,0,0,15
solidaria,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
tema.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
nubia,0,11,0,0,0,0,0,0,11,0,0,0,0,0,11
reconocida,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2
¿por,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
71,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
digna,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
danny,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
mantenimiento,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
remplazando,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
perturbados,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
incluir,1,2,0,0,0,0,0,0,2,0,0,0,1,0,3
emcali,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
contribuir,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
attachment,3,9,0,0,0,0,0,0,9,1,2,0,0,0,12
cobren,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
corriente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
vanessa,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
hicimos,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
venta,2,6,0,1,0,0,0,0,6,0,0,1,0,0,8
www.movistar.com.co,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
dirigen,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
electrã³nico,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
claramente,2,14,0,2,0,0,0,0,14,0,0,0,0,0,16
20117553001y,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
celular.,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
carta,6,5,0,2,0,0,0,0,5,0,0,0,3,1,11
directoa,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
haga,1,5,0,1,0,0,0,0,5,0,0,0,0,0,6
guillermo,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
pueden,10,8,0,7,1,2,0,0,8,0,0,0,0,0,18
hablé,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
proponer,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
adjunta,2,2,0,2,0,0,0,0,2,0,0,0,0,0,4
flagrante,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
recargas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
asistencia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
podría,6,6,0,1,0,0,0,0,6,0,5,0,0,0,12
2017544785,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
fotografía,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2
den,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2
incremento,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
generar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
detalles,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
facturado,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
escribir,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
